inst_origen,inst_destino,soporte_total,n_pares_servicio,peso,frac_prom_ponderada
DIRECCION GENERAL DEL TERRITORIO MARITIMO Y MARINA MERCANTE,MINISTERIO PUBLICO,1897,1,1694.0,0.8929889298892989
SERVICIO CIVIL,MUNICIPALIDAD DE COLINA,1882,1,1652.0,0.8777895855472901
SERVICIO AGRICOLA Y GANADERO,PODER JUDICIAL,1877,1,1774.0,0.945125199786894
TESORERIA GENERAL DE LA REPUBLICA,DOCDIGITAL,1875,1,1845.0,0.984
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO DE SALUD NUBLE,1872,1,1621.0,0.8659188034188035
AGENCIA DE CALIDAD DE LA EDUCACION,MINISTERIO PUBLICO,1862,1,1798.0000000000002,0.9656283566058004
INSTITUTO DE PREVISION SOCIAL,MUNICIPALIDAD DE ANTOFAGASTA,1857,1,1829.0000000000002,0.984921917070544
MUNICIPALIDAD DE NUNOA,SUBSECRETARIA DE REDES ASISTENCIALES,1853,1,1796.0,0.9692390717754992
TESORERIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE PREVENCION DEL DELITO,1850,1,1584.0,0.8562162162162162
SUBSECRETARIA DE EVALUACION SOCIAL,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,1849,1,1629.0,0.8810167658193618
FONDO NACIONAL DE SALUD,AGENCIA NACIONAL DE CIBERSEGURIDAD,1844,1,1794.0,0.972885032537961
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",DIRECCION DE EDUCACION PUBLICA,1841,1,1628.0,0.8843020097772949
DIRECCION DEL TRABAJO,MUNICIPALIDAD DE CORONEL,1839,1,1585.0,0.8618814573137574
SUBSECRETARIA DE PREVENCION DEL DELITO,MINISTERIO PUBLICO,1832,1,1716.0,0.9366812227074236
SERVICIO AGRICOLA Y GANADERO,AGENCIA NACIONAL DE CIBERSEGURIDAD,1817,1,1817.0,1.0
DIRECCION DEL TRABAJO,FONDO NACIONAL DE SALUD,1810,1,1582.0,0.8740331491712707
SERVICIO AGRICOLA Y GANADERO,SERVICIO ELECTORAL,1810,1,1777.0,0.981767955801105
SERVICIO ELECTORAL,SUBSECRETARIA DE EVALUACION SOCIAL,1808,1,1537.0,0.8501106194690266
MINISTERIO DE DESARROLLO SOCIAL,CERTIFICADORA DEL SUR,1795,1,1745.0,0.9721448467966574
SERVICIO DE SALUD MAULE,MUNICIPALIDAD DE SAN CLEMENTE,1787,1,1544.0,0.8640179071068831
SERVICIO CIVIL,SERVICIO NACIONAL DE PROTECCION ESPECIALIZADA A LA NINEZ Y ADOLESCENCIA,1786,1,1548.0,0.8667413213885778
TESORERIA GENERAL DE LA REPUBLICA,SUBSECRETARIA GENERAL DE LA PRESIDENCIA,1780,1,1536.0,0.8629213483146068
PODER JUDICIAL,SERVICIO NACIONAL DE PROTECCION ESPECIALIZADA A LA NINEZ Y ADOLESCENCIA,1773,1,1529.0,0.862380146644106
SUBSECRETARIA DE TELECOMUNICACIONES,MINISTERIO PUBLICO,1765,1,1621.0,0.918413597733711
SUBSECRETARIA DE EVALUACION SOCIAL,SUBSECRETARIA DE BIENES NACIONALES,1758,1,1519.0,0.8640500568828214
SECRETARIA DE GOBIERNO DIGITAL,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,1757,1,1733.9999999999998,0.9869095048377916
MINISTERIO PUBLICO,SUBSECRETARIA DE PREVISION SOCIAL,1753,1,1685.9999999999998,0.9617798060467768
DIRECCION GENERAL DE MOVILIZACION NACIONAL,SERVICIO NACIONAL DEL CONSUMIDOR,1746,1,1503.0,0.8608247422680413
CORPORACION NACIONAL DE DESARROLLO INDIGENA,SUBSECRETARIA DE BIENES NACIONALES,1741,1,1559.0,0.8954623779437105
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,DOCDIGITAL,1739,1,1577.0000000000002,0.906843013225992
ACEPTA.COM S.A.,DIRECCION GENERAL DE CREDITO PRENDARIO,1730,1,1563.9999999999998,0.9040462427745664
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,CERTIFICADORA DEL SUR,1718,1,1502.0,0.8742724097788126
GENDARMERIA DE CHILE,CONTRALORIA GENERAL DE LA REPUBLICA,1717,1,1486.0,0.8654630168899243
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE BIENES NACIONALES,1702,1,1698.0,0.9976498237367802
SUBSECRETARIA DE REDES ASISTENCIALES,AFP UNO,1700,1,1682.0000000000002,0.9894117647058824
SERVICIO AGRICOLA Y GANADERO,SERVICIO DE IMPUESTOS INTERNOS,1695,1,1564.0000000000002,0.9227138643067848
MINISTERIO DE DESARROLLO SOCIAL,SERVICIO DE SALUD TARAPACA,1690,1,1480.0,0.8757396449704142
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SERVICIO DE SALUD MAULE,1685,1,1466.0,0.8700296735905044
SUBSECRETARIA DE TELECOMUNICACIONES,SUBSECRETARIA DEL TRABAJO,1679,1,1459.0,0.8689696247766527
SUBSECRETARIA DE JUSTICIA,CERTIFICADORA DEL SUR,1674,1,1668.9999999999998,0.9970131421744324
SERVICIO CIVIL,DOCDIGITAL,1671,1,1502.0,0.8988629563135847
SERVICIO DE EVALUACION AMBIENTAL,FONDO NACIONAL DE SALUD,1670,1,1420.0,0.8502994011976048
SUBSECRETARIA DE JUSTICIA,JUNTA NACIONAL DE JARDINES INFANTILES,1669,1,1556.0,0.9322947872977831
DIRECCION GENERAL DE MOVILIZACION NACIONAL,MUNICIPALIDAD DE COLINA,1664,1,1422.0,0.8545673076923077
FONDO NACIONAL DE SALUD,SERVICIO NACIONAL DE PROTECCION ESPECIALIZADA A LA NINEZ Y ADOLESCENCIA,1661,1,1584.0000000000002,0.9536423841059604
SUBSECRETARIA DE EDUCACION,CORPORACION NACIONAL DE DESARROLLO INDIGENA,1656,1,1541.0,0.9305555555555556
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SUBSECRETARIA DE TELECOMUNICACIONES,1653,1,1415.0,0.8560193587416818
ACEPTA.COM S.A.,SERVICIO DE SALUD NUBLE,1651,1,1524.0000000000002,0.9230769230769232
SUBSECRETARIA DE TELECOMUNICACIONES,SUBSECRETARIA DE TRANSPORTES,1651,1,1516.0000000000002,0.9182313749242884
MINISTERIO DE DESARROLLO SOCIAL,SUPERINTENDENCIA DE CASINOS DE JUEGOS,1638,1,1422.0,0.8681318681318682
SUBSECRETARIA DE EDUCACION,COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,1632,1,1437.0,0.8805147058823529
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1630,1,1610.0,0.9877300613496932
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,MUNICIPALIDAD DE COLINA,1623,1,1474.0,0.9081947011706716
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO ELECTORAL,1618,1,1466.0,0.9060568603213844
COMISION PARA EL MERCADO FINANCIERO,MUNICIPALIDAD DE SAN CLEMENTE,1616,1,1409.0,0.8719059405940595
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",FUERZA AEREA DE CHILE,1612,1,1377.0,0.8542183622828784
CORPORACION NACIONAL DE DESARROLLO INDIGENA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,1611,1,1389.0,0.8621973929236499
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE DERECHOS HUMANOS,1599,1,1393.0,0.8711694809255784
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,SUBSECRETARIA DE VIVIENDA Y URBANISMO,1591,1,1468.0,0.9226901319924575
GENDARMERIA DE CHILE,DIRECCION GENERAL DE MOVILIZACION NACIONAL,1580,1,1467.9999999999998,0.9291139240506328
FONDO NACIONAL DE SALUD,SERVICIO DE SALUD TARAPACA,1572,1,1337.0,0.8505089058524173
SECRETARIA DE GOBIERNO DIGITAL,SUBSECRETARIA DE TELECOMUNICACIONES,1569,1,1424.0,0.9075844486934354
UNIVERSIDAD DE LA FRONTERA,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,1568,1,1467.0000000000002,0.9355867346938777
SERVICIO NACIONAL DEL CONSUMIDOR,DOCDIGITAL,1567,1,1394.0,0.8895979578813018
SUBSECRETARIA DE JUSTICIA,AFP MODELO,1567,1,1489.9999999999998,0.9508615188257816
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,JUNTA NACIONAL DE JARDINES INFANTILES,1566,1,1450.0000000000002,0.925925925925926
FONDO NACIONAL DE SALUD,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,1558,1,1557.0,0.9993581514762516
SUBSECRETARIA DE SALUD PUBLICA,SUBSECRETARIA DE EDUCACION,1555,1,1332.0,0.8565916398713826
SERVICIO DE IMPUESTOS INTERNOS,DOCDIGITAL,1553,1,1353.0,0.871216999356085
PODER JUDICIAL,MUNICIPALIDAD DE SAN CLEMENTE,1542,1,1353.0,0.877431906614786
SUBSECRETARIA DE TELECOMUNICACIONES,ESIGN S.A.,1536,1,1461.0,0.951171875
SERVICIO ELECTORAL,DOCDIGITAL,1535,1,1345.0,0.8762214983713354
SUBSECRETARIA GENERAL DE GOBIERNO,SUBSECRETARIA DE EVALUACION SOCIAL,1532,1,1361.0,0.8883812010443864
SUBSECRETARIA DE SALUD PUBLICA,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,1530,1,1338.0,0.8745098039215686
FONDO NACIONAL DE SALUD,SERVICIO LOCAL DE EDUCACION PUBLICA DE CHINCHORRO,1526,1,1502.0,0.9842726081258192
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE VIVIENDA Y URBANISMO,1524,1,1316.0,0.863517060367454
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE PADRE HURTADO,1517,1,1324.0,0.8727752142386289
ACEPTA.COM S.A.,PODER JUDICIAL,1510,1,1429.0,0.9463576158940398
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SECRETARIA DE GOBIERNO DIGITAL,1500,1,1287.0,0.858
ACEPTA.COM S.A.,MUNICIPALIDAD DE QUILICURA,1482,1,1425.0,0.9615384615384616
SUBSECRETARIA DE REDES ASISTENCIALES,PODER JUDICIAL,1463,1,1341.0000000000002,0.9166097060833904
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO NACIONAL DE ADUANAS,1458,1,1288.0,0.8834019204389575
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE COLINA,1455,1,1455.0,1.0
SERVICIO SALUD METROPOLITANO SUR ORIENTE,MINISTERIO PUBLICO,1436,1,1252.0,0.871866295264624
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,DOCDIGITAL,1435,1,1271.0,0.8857142857142857
SERVICIO DE REGISTRO CIVIL E IDENTIFICACION,DIRECCION DE CONTABILIDAD Y FINANZAS,1433,1,1291.0,0.900907187718074
PODER JUDICIAL,SUBSECRETARIA DE JUSTICIA,1428,1,1320.0,0.9243697478991597
ACEPTA.COM S.A.,SERVICIO DE SALUD LIBERTADOR GENERAL BERNARDO O'HIGGINS,1425,1,1220.0,0.856140350877193
SUBSECRETARIA DE EVALUACION SOCIAL,E-DIGITAL PKI SPA.,1418,1,1279.0000000000002,0.9019746121297604
CONTRALORIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE TRANSPORTES,1416,1,1243.0,0.8778248587570622
MUNICIPALIDAD DE VALPARAISO,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,1413,1,1281.9999999999998,0.9072894550601556
MINISTERIO DE DESARROLLO SOCIAL,INSTITUTO NACIONAL DE LA JUVENTUD,1410,1,1249.0,0.8858156028368794
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,1407,1,1389.0,0.9872068230277186
MINISTERIO DE EDUCACION,SUBSECRETARIA DE PREVISION SOCIAL,1406,1,1393.0,0.9907539118065434
INSTITUTO DE DESARROLLO AGROPECUARIO,SUBSECRETARIA DE EVALUACION SOCIAL,1399,1,1234.0,0.8820586132952108
SERVICIO AGRICOLA Y GANADERO,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1399,1,1399.0,1.0
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,E-DIGITAL PKI SPA.,1390,1,1362.9999999999998,0.9805755395683452
SUPERINTENDENCIA DE SALUD,MUNICIPALIDAD DE COLINA,1390,1,1218.0,0.8762589928057554
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SERVICIO NACIONAL DE PROTECCION ESPECIALIZADA A LA NINEZ Y ADOLESCENCIA,1382,1,1189.0,0.8603473227206947
SERVICIO AGRICOLA Y GANADERO,SERVICIO DE SALUD METROPOLITANO ORIENTE,1380,1,1183.0,0.8572463768115942
SERVICIO AGRICOLA Y GANADERO,SERVICIO SALUD ARAUCANIA SUR,1379,1,1315.0,0.9535895576504714
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE TRANSPORTES,1379,1,1260.0,0.9137055837563451
SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,SUBSECRETARIA DE EVALUACION SOCIAL,1378,1,1237.0,0.897677793904209
MUNICIPALIDAD DE LAS CONDES,FONDO NACIONAL DE SALUD,1371,1,1207.0,0.8803792851932896
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SUBSECRETARIA DE TELECOMUNICACIONES,1370,1,1263.9999999999998,0.9226277372262772
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,1367,1,1208.0,0.8836869056327725
SERVICIO NACIONAL DEL CONSUMIDOR,MINISTERIO PUBLICO,1366,1,1168.0,0.8550512445095169
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,SUBSECRETARIA DE EDUCACION,1365,1,1183.0,0.8666666666666667
SUBSECRETARIA DE JUSTICIA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,1364,1,1284.0,0.9413489736070382
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE DERECHOS HUMANOS,1357,1,1211.0,0.89240972733972
SERVICIO DE SALUD ARICA Y PARINACOTA,MINISTERIO PUBLICO,1357,1,1192.0,0.8784082535003684
SUBSECRETARIA DE EDUCACION,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,1354,1,1291.0,0.9534711964549483
SUBSECRETARIA DE EVALUACION SOCIAL,MUNICIPALIDAD DE COLINA,1353,1,1178.0,0.8706577974870657
COMISION PARA EL MERCADO FINANCIERO,MUNICIPALIDAD DE VALDIVIA,1348,1,1187.0,0.8805637982195845
DIRECCION CHILECOMPRA,DOCDIGITAL,1348,1,1228.0,0.9109792284866469
MINISTERIO DE DESARROLLO SOCIAL,FUERZA AEREA DE CHILE,1346,1,1270.0000000000002,0.9435364041604757
UNIVERSIDAD DE LA FRONTERA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,1344,1,1282.0,0.9538690476190477
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,MUNICIPALIDAD DE VINA DEL MAR,1339,1,1142.0,0.8528752800597461
CONTRALORIA GENERAL DE LA REPUBLICA,FONDO NACIONAL DE SALUD,1337,1,1337.0,1.0
INSTITUTO DE PREVISION SOCIAL,AFP MODELO,1335,1,1201.0,0.899625468164794
INSTITUTO DE PREVISION SOCIAL,MUNICIPALIDAD DE CORONEL,1333,1,1333.0,1.0
MINISTERIO DE DESARROLLO SOCIAL,CENTRO DE FORMACION TECNICA DE LA REGION DE TARAPACA,1331,1,1158.0,0.8700225394440271
SUBSECRETARIA DEL TRABAJO,SUBSECRETARIA DE EDUCACION,1331,1,1230.0000000000002,0.9241172051089408
SERVICIO AGRICOLA Y GANADERO,INSTITUTO NACIONAL DE DEPORTES DE CHILE,1324,1,1188.0,0.8972809667673716
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,SUBSECRETARIA DE BIENES NACIONALES,1323,1,1148.0,0.8677248677248677
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,PRESIDENCIA DE LA REPUBLICA,1321,1,1174.0,0.8887206661619985
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE LO BARNECHEA,1321,1,1148.0,0.8690386071158214
SECRETARIA DE GOBIERNO DIGITAL,SERVICIO LOCAL DE EDUCACION PUBLICA DE CHINCHORRO,1319,1,1177.0,0.8923426838514026
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,DIRECCION DEL TRABAJO,1318,1,1278.0000000000002,0.969650986342944
INSTITUTO DE PREVISION SOCIAL,SUBSECRETARIA GENERAL DE LA PRESIDENCIA,1317,1,1205.9999999999998,0.9157175398633256
SUBSECRETARIA DE JUSTICIA,SUBSECRETARIA DE BIENES NACIONALES,1316,1,1297.0,0.9855623100303952
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,SUBSECRETARIA DE EDUCACION,1310,1,1218.0000000000002,0.9297709923664124
BPO ADVISORS SPA,DOCDIGITAL,1306,1,1120.0,0.8575803981623277
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,SUBSECRETARIA DE PREVISION SOCIAL,1305,1,1273.9999999999998,0.9762452107279692
CORPORACION NACIONAL DE DESARROLLO INDIGENA,JUNTA NACIONAL DE JARDINES INFANTILES,1303,1,1136.0,0.8718342287029931
DIRECCION GENERAL DE MOVILIZACION NACIONAL,SECRETARIA DE GOBIERNO DIGITAL,1297,1,1216.0,0.9375481881264457
SERVICIO CIVIL,PODER JUDICIAL,1294,1,1137.0,0.8786707882534776
SUBSECRETARIA DE JUSTICIA,MUNICIPALIDAD DE COLINA,1287,1,1284.9999999999998,0.9984459984459982
ACEPTA.COM S.A.,DIRECCION DE PROMOCION DE EXPORTACIONES,1286,1,1111.0,0.8639191290824261
INSTITUTO NACIONAL DE ESTADISTICAS,DEFENSORIA PENAL PUBLICA,1286,1,1101.0,0.8561430793157077
SUBSECRETARIA DE JUSTICIA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1286,1,1286.0,1.0
SERVICIO DE REGISTRO CIVIL E IDENTIFICACION,MUNICIPALIDAD DE PENAFLOR,1279,1,1092.0,0.8537920250195465
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,MUNICIPALIDAD DE SAN CLEMENTE,1272,1,1125.0,0.8844339622641509
SUBSECRETARIA DE TELECOMUNICACIONES,MINISTERIO DE DESARROLLO SOCIAL,1272,1,1139.0,0.8954402515723271
DIRECCION GENERAL DEL TERRITORIO MARITIMO Y MARINA MERCANTE,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,1271,1,1103.0,0.8678206136900078
INSTITUTO DE PREVISION SOCIAL,INSTITUTO DE SALUD PUBLICA DE CHILE,1271,1,1176.0,0.925255704169945
PODER JUDICIAL,TRIBUNAL CALIFICADOR DE ELECCIONES,1270,1,1093.0,0.8606299212598425
CERTINET S.A.,SUBSECRETARIA DE TRANSPORTES,1267,1,1205.9999999999998,0.9518547750591948
CONTRALORIA GENERAL DE LA REPUBLICA,COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,1264,1,1080.0,0.8544303797468354
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE VITACURA,1260,1,1074.0,0.8523809523809524
ESIGN S.A.,SUBSECRETARIA DE PREVISION SOCIAL,1252,1,1216.0,0.9712460063897763
TESORERIA GENERAL DE LA REPUBLICA,FUERZA AEREA DE CHILE,1250,1,1108.0,0.8864
ACEPTA.COM S.A.,DIRECCION GERENAL DEL CREDITO PRENDARIO,1248,1,1066.0,0.8541666666666666
SERVICIO DE REGISTRO CIVIL E IDENTIFICACION,SERVICIO LOCAL DE EDUCACION PUBLICA COLCHAGUA,1244,1,1089.0,0.8754019292604501
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,MUNICIPALIDAD DE PUENTE ALTO,1230,1,1131.0,0.9195121951219513
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE BIENES NACIONALES,1226,1,1207.0000000000002,0.9845024469820557
SERVICIO DE IMPUESTOS INTERNOS,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,1225,1,1046.0,0.8538775510204082
TESORERIA GENERAL DE LA REPUBLICA,MUNICIPALIDAD DE CORONEL,1216,1,1165.0,0.9580592105263158
UNIVERSIDAD DE LA FRONTERA,SERVICIO SALUD ARAUCANIA SUR,1216,1,1036.0,0.8519736842105263
ACEPTA.COM S.A.,INSTITUTO NACIONAL DE DEPORTES DE CHILE,1213,1,1130.0,0.9315746084089035
SERVICIO NACIONAL DEL CONSUMIDOR,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,1211,1,1188.0000000000002,0.9810074318744841
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,SERVICIO NACIONAL DE PROTECCION ESPECIALIZADA A LA NINEZ Y ADOLESCENCIA,1209,1,1136.0000000000002,0.9396195202646818
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",UNIDAD DE ANALISIS FINANCIERO,1206,1,1155.0,0.9577114427860697
MUNICIPALIDAD DE NUNOA,MINISTERIO PUBLICO,1197,1,1195.0000000000002,0.9983291562238933
CONTRALORIA GENERAL DE LA REPUBLICA,DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,1195,1,1090.0,0.9121338912133892
SUBSECRETARIA DE TELECOMUNICACIONES,SUPERINTENDENCIA DE SALUD,1190,1,1038.0,0.8722689075630252
SECRETARIA DE GOBIERNO DIGITAL,COMISION PARA EL MERCADO FINANCIERO,1188,1,1044.0,0.8787878787878788
SERVICIO DE IMPUESTOS INTERNOS,DIRECCION DE CONTABILIDAD Y FINANZAS,1187,1,1011.9999999999999,0.8525695029486099
FONDO NACIONAL DE SALUD,SUBSECRETARIA DE TELECOMUNICACIONES,1185,1,1168.0,0.9856540084388186
SERVICIO AGRICOLA Y GANADERO,CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES,1182,1,1013.0,0.8570219966159053
SERVICIO CIVIL,AGENCIA NACIONAL DE CIBERSEGURIDAD,1177,1,1045.0,0.8878504672897196
PODER JUDICIAL,SUBSECRETARIA DE TELECOMUNICACIONES,1162,1,1033.0,0.8889845094664371
MINISTERIO DE DESARROLLO SOCIAL,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,1159,1,1157.0,0.998274374460742
SERVICIO AGRICOLA Y GANADERO,POLICIA DE INVESTIGACIONES DE CHILE,1158,1,1031.0,0.8903281519861831
CERTINET S.A.,SUBSECRETARIA DE EVALUACION SOCIAL,1157,1,1049.0,0.9066551426101987
SERVICIO NACIONAL DE LA DISCAPACIDAD,SUBSECRETARIA DE TRANSPORTES,1155,1,1077.0,0.9324675324675324
PODER JUDICIAL,SUBSECRETARIA DE TRANSPORTES,1150,1,1020.0,0.8869565217391304
ESIGN S.A.,DOCDIGITAL,1149,1,1017.9999999999999,0.8859878154917319
ACEPTA.COM S.A.,SUBSECRETARIA GENERAL DE LA PRESIDENCIA,1145,1,1014.0,0.885589519650655
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO NACIONAL DE LA MUJER Y LA EQUIDAD DE GENERO,1145,1,1000.0,0.8733624454148472
TESORERIA GENERAL DE LA REPUBLICA,MUNICIPALIDAD DE VILLARRICA,1144,1,985.0,0.861013986013986
SUBSECRETARIA DE EDUCACION,SUPERINTENDENCIA DE SALUD,1142,1,1066.0000000000002,0.9334500875656745
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,MINISTERIO DEL MEDIO AMBIENTE,1141,1,1003.0,0.8790534618755478
INSTITUTO DE PREVISION SOCIAL,MUNICIPALIDAD DE VALDIVIA,1140,1,973.0,0.8535087719298246
GENDARMERIA DE CHILE,SUBSECRETARIA DE JUSTICIA,1138,1,1099.0,0.9657293497363796
SUBSECRETARIA DE EDUCACION,SERVICIO AGRICOLA Y GANADERO,1133,1,1133.0,1.0
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,1132,1,1100.0,0.9717314487632509
INSTITUTO NACIONAL DE PROPIEDAD INDUSTRIAL,SERVICIO DE IMPUESTOS INTERNOS,1132,1,966.0,0.8533568904593639
SUBSECRETARIA DE TRANSPORTES,SUBSECRETARIA DE PREVISION SOCIAL,1129,1,1093.0,0.9681133746678476
ACEPTA.COM S.A.,MUNICIPALIDAD DE LO BARNECHEA,1127,1,997.0,0.8846495119787046
CONTRALORIA,CERTIFICADORA DEL SUR,1126,1,1017.0,0.9031971580817052
INSTITUTO DE PREVISION SOCIAL,MUNICIPALIDAD DE SAN CLEMENTE,1120,1,1098.0,0.9803571428571428
SERVICIO DE SALUD MAULE,SUBSECRETARIA DE VIVIENDA Y URBANISMO,1117,1,986.0,0.88272157564906
DIRECCION GENERAL DE MOVILIZACION NACIONAL,BPO ADVISORS SPA,1115,1,972.0,0.8717488789237668
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,AFP MODELO,1107,1,963.0,0.8699186991869918
SUBSECRETARIA DE EVALUACION SOCIAL,MUNICIPALIDAD DE PADRE HURTADO,1102,1,949.0,0.8611615245009074
DIRECCION GENERAL DE MOVILIZACION NACIONAL,DIRECCION DE PREVISION DE CARABINEROS DE CHILE,1100,1,1025.0,0.9318181818181818
CONTRALORIA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1098,1,1080.9999999999998,0.9845173041894352
FONDO NACIONAL DE SALUD,CONSEJO NACIONAL DE TELEVISION,1095,1,935.0,0.8538812785388128
SUPERINTENDENCIA DE SALUD,SUBSECRETARIA DE EDUCACION,1095,1,973.0,0.8885844748858448
CONTRALORIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE REDES ASISTENCIALES,1093,1,1066.0,0.9752973467520586
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE OSORNO,1087,1,1073.0,0.9871205151793928
MINISTERIO DE DESARROLLO SOCIAL,TRIBUNAL CALIFICADOR DE ELECCIONES,1087,1,938.0,0.8629254829806807
CONTRALORIA GENERAL DE LA REPUBLICA,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,1085,1,968.0,0.8921658986175115
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,SUBSECRETARIA DE EDUCACION,1085,1,953.9999999999999,0.8792626728110599
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE VILLARRICA,1084,1,981.9999999999999,0.9059040590405903
ACEPTA.COM S.A.,CORPORACION DE ASISTENCIA JUDICIAL DE LA REGION DEL BIOBIO,1078,1,921.0,0.8543599257884972
MUNICIPALIDAD DE VALPARAISO,SUBSECRETARIA DE SERVICIOS SOCIALES,1071,1,952.0,0.8888888888888888
SUBSECRETARIA DE EVALUACION SOCIAL,PODER JUDICIAL,1070,1,939.0,0.8775700934579439
SUBSECRETARIA DE REDES ASISTENCIALES,MUNICIPALIDAD DE QUILICURA,1065,1,938.0,0.8807511737089202
